Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
36157,1202300,1,729,9,370700,5159,19.4,0,117820,158360,0
36158,827200,0,730,2,438500,9427.8,17.9,0,92910,280700,0
36159,1087800,1,659,5,336230,2510.5,9.9,0,108080,121580,0
36160,857000,0,734,6,352870,3911,12.9,0,46530,135260,1
36161,2007400,0,-1,1,-1,18141.9,16,0,30780,41150,0
36162,10000000,0,744,10,866410,13718,24.6,0,74230,558090,1
36163,546700,0,716,7,728930,7775.2,20.5,1,47750,127680,1
36164,856900,0,699,6,402430,4628,14.3,1,13070,99000,0
36165,1068400,0,684,7,461160,5303.3,19.9,0,13620,57470,1
36166,2867500,0,747,10,1228920,12596.4,20.6,0,70180,279610,1
36167,10000000,0,741,7,415010,5568,11.4,0,116050,229810,1
36168,991000,0,-1,2,-1,15533.9,18.6,0,238980,251820,1
36169,960500,0,706,8,839550,4813.4,12.4,1,14790,64290,1
36170,2035000,1,724,10,539280,5302.9,37.7,1,53170,67130,1
36171,405900,0,724,10,963970,18877.7,17.7,0,223660,338880,1
36172,2187000,1,632,10,984160,10169.6,19.2,0,65250,110410,1
36173,723600,0,-1,10,-1,12311.1,12.7,0,38010,73810,0
36174,2643600,1,-1,10,-1,10765.8,17.5,0,191570,286350,0
36175,1005700,0,740,10,502850,11565.6,20.1,1,103780,170970,1
36176,3259900,1,697,10,1377410,8034.9,30.4,0,83540,310570,1
36177,931400,0,716,10,435330,7183,30.3,1,31120,155610,1
36178,639000,0,746,3,383370,8625.8,12,0,37540,72750,1
36179,10000000,1,717,10,455810,9837.8,15.7,0,209230,231960,1
36180,1194100,1,682,10,348290,3686,6.6,0,28840,100490,1
36181,3450000,1,719,10,1379980,23689.6,25.9,0,255970,680760,1
36182,754800,0,689,5,320960,8639.1,12.2,1,52830,98370,0
36183,1575800,0,745,1,557450,10220,19.4,0,310810,451110,1
36184,10000000,1,729,10,1103000,11489.6,18.7,0,143420,160430,1
36185,988100,0,745,10,543460,9374.6,38.3,0,197060,305510,1
36186,1332400,0,-1,2,-1,16787.9,15,0,198900,425920,1
36187,791200,0,732,3,1196690,32510.1,17,0,467780,670170,0
36188,3525200,0,712,10,1319430,19791.5,21.4,0,592050,782100,1
36189,537800,0,727,7,611700,8308.9,17.7,0,289980,330270,1
36190,1784000,0,-1,8,-1,7193.7,21.6,0,199850,364690,1
36191,1476000,0,-1,2,-1,4198.4,18.2,0,29590,76650,0
36192,1628800,0,749,8,1781500,10852.3,30.6,0,10940,102280,1
36193,394000,0,-1,10,-1,19003.6,30.6,0,555590,592950,1
36194,1714800,1,731,4,836970,9904.2,17.7,0,108540,150120,0
36195,1486400,0,747,5,297270,4013.1,18.7,0,179370,307150,1
36196,3532900,0,719,10,1813890,19499.4,18.6,0,284720,438030,1
36197,1095900,0,-1,3,-1,10670.4,22.8,0,45180,52780,1
36198,979400,0,-1,10,-1,9723,20.5,0,189700,293650,1
36199,1837600,0,745,8,456550,6658,11.4,0,154150,450720,0
36200,2040000,0,740,3,663000,11105.3,20.5,0,236040,611500,1
36201,2141000,0,-1,6,-1,13225.2,13,0,233140,305160,0
36202,1697100,1,711,1,549070,4291.9,15,0,149370,194740,1
36203,10000000,0,750,7,1095210,13598.8,37.6,0,164270,401640,1
36204,1011000,0,713,4,303300,5105.6,16,0,102840,174010,1
36205,1054400,0,744,1,664960,6206.2,13.8,0,133590,340790,1
36206,1177200,0,712,10,1010430,16166.9,21.7,0,54630,426810,1
36207,1497500,1,-1,10,-1,9011.2,30.4,0,402230,511100,1
36208,1422000,0,-1,4,-1,5518.4,15.1,0,40390,70490,0
36209,2803700,1,692,8,638820,9316.1,17.3,0,31650,33450,1
36210,10000000,0,728,2,454320,2108.9,10.1,0,82490,115050,1
36211,2379800,1,-1,1,-1,9387.2,17.7,0,291220,1107310,1
36212,781400,0,723,10,781440,11265.7,10.6,0,204880,218890,0
36213,1278000,0,-1,5,-1,10096.2,16.9,0,151130,272800,1
36214,648100,0,709,3,881480,5215.5,32.3,2,38390,73260,1
36215,10000000,0,740,2,456300,5133.4,15.6,0,54870,67910,1
36216,988200,0,700,10,494100,6917.4,17.9,0,20520,52340,0
36217,3040800,1,691,10,1216320,18548.9,30,0,97310,273330,0
36218,2325800,1,685,8,1334780,15439,23.3,0,524000,1058590,1
36219,10000000,0,745,1,163730,1259.4,10.1,0,38200,89050,1
36220,506500,0,-1,3,-1,5525.1,12.2,1,23550,113230,0
36221,1175500,0,719,6,352660,3614.7,12.5,0,67550,134300,1
36222,1227600,0,710,10,501270,8730.5,16.9,0,116350,146720,0
36223,1640000,0,734,8,615000,8558.8,9.8,0,46040,85110,1
36224,1787200,1,737,10,764530,16692.3,22.3,0,423150,673810,1
36225,2078700,0,634,10,497900,7717.5,9.3,0,53440,127550,0
36226,1808500,0,684,1,502350,4856,8.2,0,168790,300330,0
36227,608600,0,735,10,710010,17454.4,23.3,0,66790,148100,0
36228,2028200,0,742,2,608460,3955,14.5,0,179190,474050,1
36229,1177700,0,-1,10,-1,18381.3,41,0,324470,652850,1
36230,2829700,1,684,1,1313780,20692,42,0,209520,558710,1
36231,3011700,1,606,10,1104290,10490.8,15.5,0,29230,72360,1
36232,10000000,0,748,10,684250,9921.6,28.5,0,75090,133850,1
36233,2493500,0,742,10,648310,9043.9,41.6,0,239610,331410,1
36234,2805900,1,724,6,2102030,26800.9,17.9,0,391370,512260,1
36235,2432600,1,-1,8,-1,12868.3,18.8,0,100970,317530,1
36236,593300,0,748,5,257090,4083.4,10.6,0,15100,193580,1
36237,10000000,0,737,1,502200,9374.3,21.5,0,213600,315040,1
36238,3512300,0,-1,10,-1,17762,25,0,902050,1728060,1
36239,10000000,1,724,8,1106710,19275.2,12.3,0,364910,519080,1
36240,1193800,0,732,5,940090,8460.8,14.2,1,97010,141210,1
36241,403500,0,709,2,396040,4389.4,25.7,1,12610,48510,1
36242,780300,0,745,1,681510,10563.5,9,0,89400,206930,1
36243,1712100,1,715,10,715040,12870.7,15.8,0,56590,111840,1
36244,495100,0,741,3,517550,3860.1,10.7,0,42550,78230,1
36245,1234400,0,743,8,663600,5513.4,11.5,0,78340,115550,1
36246,494100,0,722,6,247050,2985.2,15.3,0,110060,166000,0
36247,1109600,0,746,7,417260,10362,16.6,0,160800,344320,1
36248,3538200,0,705,3,1516350,6368.7,28.8,0,174000,233550,0
36249,801500,0,714,7,1082050,3074.8,14,0,100420,200440,1
36250,10000000,0,737,3,49930,1397.9,8.5,0,45750,86810,1
36251,599400,0,744,10,399600,5860.8,20.4,0,57940,155750,1
36252,10000000,0,724,3,347310,5643.7,17,0,153440,181580,1
36253,3326600,1,677,10,757200,13187.9,22.4,2,55960,78260,1
36254,10000000,1,726,1,531600,7973.9,10.2,0,89130,123630,1
36255,2008000,1,693,10,853400,20695,17,0,165040,357220,1
36256,1533700,0,700,10,431030,6429.6,19,0,87510,107250,1
36257,1228400,0,-1,4,-1,7731.5,9.6,0,149740,149440,1
36258,407500,0,-1,6,-1,3545.3,17.8,0,23580,47910,1
36259,1016400,1,709,1,711480,6818.3,10.2,0,98460,128040,1
36260,1011700,1,734,8,1011700,4249.1,14.8,0,31590,82040,1
36261,1790100,1,651,10,696150,7367.6,18.4,0,30760,140450,0
36262,992600,0,743,10,595560,8734.9,21.2,1,110820,273640,0
36263,10000000,0,748,10,653320,11977.5,16.6,1,80000,222210,1
36264,10000000,0,744,9,331910,4536.1,15,0,67540,254880,1
36265,1281700,1,-1,1,-1,9708,21.5,0,209000,230430,0
36266,409500,0,733,5,235470,5376.7,7.7,0,43870,67590,0
36267,2746000,1,681,10,2059470,29004.2,19.4,0,638800,730890,1
36268,495200,0,-1,6,-1,5793.3,16.3,0,85020,94050,1
36269,1791000,1,665,5,696500,8590.1,12.5,0,82810,118470,1
36270,810500,0,733,2,658520,7298.6,16,0,72650,129730,1
36271,1533000,1,-1,2,-1,12723.9,12,1,91690,107370,1
36272,1225500,0,-1,1,-1,9035.5,14,0,198730,261140,1
36273,1531400,1,671,10,581910,12462.6,15.3,0,79990,116430,1
36274,1678100,0,717,-1,466810,9102.8,14.1,2,44660,113070,0
36275,1181400,0,740,1,787600,7351,19.5,0,221720,261160,1
36276,754100,0,-1,10,-1,6736.9,23.8,1,100910,146880,1
36277,1820900,0,741,7,455220,2974.1,15.9,0,136780,243820,1
36278,10000000,1,723,6,660010,9405.1,22,1,224230,337190,1
36279,954900,0,692,2,426680,9031.4,20.1,0,135000,163640,1
36280,1936400,1,721,10,660730,15031.5,32.7,0,380600,1093670,0
36281,10000000,0,725,3,800240,3401,16.2,0,69630,130150,1
36282,1225000,0,742,3,306240,3062.4,10.6,0,116580,182720,1
36283,1418200,0,741,10,739490,12694.6,17.3,0,284820,440210,1
36284,588200,0,741,1,788240,4066,18.2,0,127030,147030,1
36285,1915900,0,670,10,879750,22873.5,29.5,2,262960,528030,1
36286,783800,0,726,4,202280,5259.3,8.3,0,59650,147650,1
36287,1428800,0,732,4,510300,8972.8,10.1,0,90090,101000,0
36288,1051600,0,727,1,802120,3716.5,12.2,1,72900,247100,1
36289,1494800,0,683,1,348780,10056.4,11,0,220040,231130,1
36290,2531500,0,-1,6,-1,12549.5,24.5,0,236820,443480,0
36291,1620200,0,-1,2,-1,8556.5,16.6,0,120890,133440,1
36292,993600,1,-1,10,-1,8063,17.2,0,32150,137400,1
36293,1004300,0,-1,9,-1,6532.2,13.1,0,173400,193750,0
36294,1320200,0,713,6,312930,8031.8,16.7,0,120730,331680,0
36295,2460800,0,699,3,830030,16531.4,9.1,0,280520,294970,1
36296,591400,0,715,1,345000,1359.8,9,0,42430,107420,1
36297,2532500,1,726,2,759750,9370.3,12.6,0,209150,213640,0
36298,10000000,0,750,6,765300,8099.4,25.6,0,148440,488280,1
36299,10000000,0,722,4,446400,11308.8,11.1,0,149850,184540,1
36300,995700,0,676,10,796560,6339.3,19.2,1,75690,172430,1
36301,1377200,0,696,2,954190,16698.3,15.7,0,118320,174000,1
36302,10000000,0,747,10,804160,16485.3,21.5,0,404090,587340,1
36303,781000,0,715,3,780960,7289,13.9,0,106140,152290,0
36304,1175300,0,-1,2,-1,5045.1,16.9,3,104730,136190,1
36305,10000000,0,751,10,1024700,9905.4,41,0,98800,283100,1
36306,1575200,0,652,3,590700,9057.4,20.5,0,204730,238890,0
36307,10000000,0,687,3,637040,7060.6,32.8,1,90250,149430,1
36308,2433900,1,746,2,1445030,29382.2,15.7,0,33060,223410,1
36309,1967000,1,714,5,472080,13651,15.8,0,126680,198570,0
36310,1444200,1,-1,10,-1,2830.6,14.2,0,81570,82230,0
36311,1377000,0,-1,10,-1,7590.1,23.4,0,396070,598280,1
36312,1508400,0,744,10,995540,14850.2,27.7,0,306400,340820,1
36313,2220500,0,750,10,716600,12719.7,14,0,251380,290610,1
36314,2039400,1,715,10,836150,7595,15.9,0,262260,352020,1
36315,1673300,1,674,6,856340,15985,25.9,0,367810,390880,0
36316,200100,0,725,10,340240,8789.4,36.5,1,198430,226260,0
36317,1796000,0,-1,10,-1,548.8,8.6,0,18330,199230,1
36318,1271800,0,706,10,539220,11638.2,13.5,0,94670,163790,1
36319,2457400,1,722,10,1525610,14620.5,25.2,0,317380,353820,0
36320,3027600,0,731,3,1009200,19427.1,23.6,0,340810,908810,0
36321,2984100,0,738,2,795760,14741.5,16.2,0,220590,234680,1
36322,304100,0,712,6,581940,9311.1,10.5,0,147780,464710,1
36323,1473800,0,750,1,501080,755.8,9.1,0,37210,155030,1
36324,202200,0,744,3,333600,4392.4,15.8,0,125450,140480,1
36325,10000000,0,748,2,796610,8762.8,27.3,1,40070,133990,1
36326,1474700,0,714,10,776650,15144.7,10.5,0,136600,323710,1
36327,10000000,0,726,6,3216530,20290.9,11,0,287410,740740,1
36328,511500,0,706,5,613800,1626.6,17,0,2080,4090,1
36329,409000,0,-1,8,-1,8628.2,17.2,0,346740,410830,0
36330,397900,1,721,8,497400,5861.1,18.4,0,58790,134230,0
36331,182400,0,722,1,425670,12238,7,0,60660,160050,1
36332,908600,0,730,9,307930,8416.7,10.9,0,97470,124160,1
36333,1004700,0,731,10,552590,8611.1,13.5,0,194840,360820,1
36334,1210800,1,717,10,363240,7295.1,15.7,0,111260,118110,1
36335,991900,1,728,10,1269630,13595.7,37,0,353370,582170,1
36336,1003700,0,739,10,481780,4817.8,11.8,0,84440,279610,1
36337,795400,1,710,10,865040,7706.1,17.5,0,149140,229790,1
36338,3048600,1,692,3,2794550,37493.5,42.1,0,915670,977230,1
36339,714200,0,745,7,614980,13017,10.8,1,6610,440400,1
36340,1046200,0,734,9,314200,7252.9,21.5,0,202400,301640,1
36341,1489800,1,-1,8,-1,3093,13,0,117920,206520,1
36342,10000000,0,747,10,542910,3741.5,12.4,1,33990,54290,1
36343,1196600,0,-1,3,-1,9199.2,19,0,169430,352990,1
36344,2657200,1,-1,9,-1,14433.2,16,0,204880,333140,0
36345,1775000,0,746,7,887490,6604.4,23.2,0,1245460,4512550,0
36346,10000000,0,746,2,425800,9154.6,12.8,0,65030,285200,1
36347,587000,0,712,5,459850,11304.6,11.7,0,57760,78270,1
36348,1183800,0,720,5,414330,7250.8,21,0,63040,71070,0
36349,1106700,0,-1,10,-1,8484.7,25.6,0,114260,179100,0
36350,1686000,0,-1,1,-1,10224.8,16.5,0,44590,58210,1
36351,971000,0,729,10,284890,6718.8,33.3,0,58400,129210,0
36352,317800,0,722,2,397200,6785.5,17.7,1,6820,104950,1
36353,602400,0,747,10,451800,8621.9,17.7,0,72100,393970,1
36354,206400,0,745,3,343980,6621.6,17.8,0,68320,148530,1
36355,1946900,0,746,3,1348620,7968.1,12.7,0,190140,274760,1
36356,871500,0,726,7,434410,8036.6,13,0,21830,46940,0
36357,512200,0,748,1,256100,1873.8,14.6,0,18890,49190,1
36358,358800,0,693,3,717500,7115.2,11.8,0,78980,82010,1
36359,587300,0,-1,10,-1,489.5,14,0,12940,253750,1
36360,994300,0,739,8,725840,8347.1,29.1,0,191530,247460,1
36361,1181800,0,747,10,1181760,12113,27.1,0,63670,231520,1
36362,407600,0,708,5,866150,9888.6,19.8,0,9220,79500,1
36363,2220900,0,742,2,807600,2241.1,17.6,0,66910,916580,1
36364,3162600,1,739,10,1907600,24480.8,21.3,0,258120,598890,1
36365,1364500,0,719,10,379160,6572.2,33.5,0,117470,237320,1
36366,710900,0,733,10,588990,8442.2,16.5,1,45780,120780,1
36367,2416800,1,653,1,498340,7234.2,12.8,0,42440,54820,0
36368,10000000,0,729,6,424320,3818.9,10,0,150040,368660,1
36369,806600,0,719,4,937720,14690.9,18.5,0,182960,238850,0
36370,1840700,0,748,4,1051860,13323.5,15.5,0,377010,761630,1
36371,10000000,1,714,1,509000,4750.7,9.4,1,25280,78500,1
36372,10000000,0,712,7,527040,3992.3,16,0,66930,137720,1
36373,243800,0,724,1,309850,4183,17.3,0,193190,219540,1
36374,1199300,1,724,3,699580,18014.2,26.6,0,120200,403350,1
36375,2434100,1,-1,-1,-1,9934.8,14.6,1,75770,136520,1
36376,811200,0,-1,5,-1,34126.2,23.3,0,140090,193770,1
36377,234800,0,721,10,660180,4676.3,15.3,0,16350,134020,1
36378,1620500,0,717,1,607680,11748.5,24.4,0,177660,229820,0
36379,1395100,0,-1,10,-1,6441.4,24.5,0,109790,133570,1
36380,946700,0,-1,8,-1,12533.3,17.9,1,64260,151930,1
36381,1525800,0,691,1,508600,11697.8,12,0,113970,124150,1
36382,10000000,0,745,10,479570,9431.5,19.4,1,138810,297880,1
36383,678400,0,719,4,771730,13569.7,29,0,88860,135240,0
36384,984600,0,-1,5,-1,4397.9,13.6,0,86960,191120,1
36385,2848500,1,-1,9,-1,12245.5,18.7,0,148930,237160,1
36386,726000,0,684,1,214730,4706.1,9.9,0,37250,50070,1
36387,698300,0,-1,1,-1,6212.7,7.2,0,66040,65840,0
36388,587000,0,712,5,459850,11304.6,11.7,0,57760,78270,1
36389,10000000,0,707,10,385550,10152.8,23.4,0,295290,303490,1
36390,613300,0,-1,10,-1,11330.3,19.3,0,144130,158390,1
36391,1485500,1,710,6,534760,8199.7,23.9,0,194730,332880,1
36392,589100,0,719,5,638240,13934.8,11,0,90560,96240,1
36393,2370600,1,705,3,644740,14076.7,15.7,0,244420,364810,0
36394,10000000,0,748,2,681590,3430.6,11.1,0,19890,108090,1
36395,3005200,1,724,9,886770,7980.9,12.5,1,142350,316320,1
36396,10000000,1,690,4,499950,6374.4,12.5,0,76020,106920,1
36397,2100400,0,-1,7,-1,9347,14.8,0,330220,728960,1
36398,10000000,1,661,10,887580,15532.7,13.3,0,264760,346090,1
36399,984400,0,-1,-1,-1,4843.2,10.5,0,182500,427400,1
36400,10000000,1,728,1,341250,4660.9,11.5,0,41760,116970,1
36401,805600,0,743,4,406600,5252,18,0,54910,358900,1
36402,1003900,0,-1,5,-1,2760.7,5.8,0,69740,183530,1
36403,2980500,1,656,6,1688990,22449.5,16.6,0,1004010,1251880,1
36404,1289600,1,723,2,446400,4426.8,10.3,0,113570,127040,1
36405,248500,0,-1,4,-1,3906.4,15.1,0,23000,46750,1
36406,1009100,0,-1,2,-1,12008.3,11.7,0,148580,426950,1
36407,1969300,1,737,10,440070,4657.4,19.5,0,215440,300900,1
36408,10000000,1,733,8,793200,15599.6,14.9,0,70860,156780,1
36409,10000000,0,737,7,374910,6592.2,17.8,0,67540,159670,1
36410,1787400,0,683,4,695100,13496.6,15.3,0,77020,173850,1
36411,2009200,0,-1,9,-1,5479.3,20.7,0,241670,334720,1
36412,10000000,0,692,6,247030,7699,11,0,159060,278580,1
36413,3532900,1,695,10,1766450,22522.2,17.2,0,2724220,24765630,0
36414,1076100,0,737,9,283710,2319.4,14,0,91260,147660,0
36415,1717500,1,711,6,637910,568.8,18,0,7880,197020,0
36416,797200,0,-1,10,-1,4940.9,15.9,0,241090,425210,1
36417,975900,0,724,10,585540,10539.7,20.8,0,58540,162180,1
36418,162800,0,720,1,630790,10565.7,13.5,0,217420,227900,1
36419,1201100,0,747,4,204180,1562,17.2,0,52030,180020,1
36420,1623700,0,-1,8,-1,10206.4,27.1,0,287270,553500,1
36421,3171200,1,721,10,971180,17481.2,16.2,0,339700,417330,1
36422,10000000,0,732,10,817920,6386.6,16.9,1,87310,606340,1
36423,1525300,0,680,6,387540,10496,13.4,0,148010,197880,0
36424,1365100,1,700,7,468050,8112.8,15.4,0,76800,80000,0
36425,2006600,0,740,10,587030,9979.5,23.3,0,95760,112400,0
36426,3392600,0,732,2,1050090,14438.7,19.3,0,332880,470830,1
36427,778800,0,-1,2,-1,7758.3,18.5,1,34710,49170,0
36428,1149800,0,738,6,399920,10631.2,21.2,0,212130,220970,1
36429,2439400,0,721,10,788830,14593.4,21.3,0,184280,256650,1
36430,445000,0,643,1,150020,1762.7,9.8,0,99190,191860,1
36431,1287600,0,729,7,704130,9388.4,17.7,0,168740,230200,1
36432,2621800,1,-1,10,-1,13010.4,20.9,0,144690,233740,1
36433,546700,0,-1,10,-1,2615,15.9,0,32550,110350,1
36434,2002200,0,-1,10,-1,11819.7,29.9,0,179120,241400,0
36435,465400,0,737,3,455310,2136.2,35.2,0,25010,227380,1
36436,998700,0,728,10,739040,10346.5,19.1,1,24000,34930,1
36437,783700,0,740,10,843950,17582.3,31.4,0,187000,538920,1
36438,10000000,0,741,10,468190,1677.7,28.5,1,16060,163830,1
36439,597100,0,723,2,452770,7659.4,17.9,0,162540,268660,1
36440,541700,1,741,4,423470,2375,13,0,4820,84490,1
36441,343900,0,749,8,343910,5015.4,14.8,1,82530,227980,1
36442,10000000,1,650,1,846240,4633.2,29.4,0,129550,185080,1
36443,278100,0,-1,7,-1,10411,16,0,63480,70530,1
36444,1057800,1,686,8,300810,4863.1,17.3,0,187500,258630,0
36445,612100,0,-1,-1,-1,3273.6,15,0,105980,189930,0
36446,962300,1,733,9,852040,13199.5,22,0,39760,70120,0
36447,2796600,1,724,7,918900,13400.6,14.7,0,237310,478460,1
36448,10000000,1,647,10,1011020,12216.5,19,0,100340,124810,1
36449,248000,0,718,6,273350,2756.3,15.3,0,40300,80930,1
36450,488200,0,742,10,287210,5816,14.9,0,78400,88790,0
36451,1216000,1,667,5,506650,8908.6,19.4,0,143510,209810,1
36452,2455400,0,-1,5,-1,10850.8,15,0,173620,428690,1
36453,801700,0,711,3,631320,5629.3,21.3,1,45340,82130,1
36454,304500,0,725,1,253750,3510.2,15.3,0,188310,272130,0
36455,817300,0,-1,3,-1,4311.2,24,0,34840,104310,1
36456,1185200,1,704,3,1412410,16478.1,37.3,1,57370,76080,1
36457,1626400,1,586,10,542140,13146.8,15.2,0,181300,213800,0
36458,556800,0,722,9,298290,4996.4,14.7,0,56660,145270,1
36459,10000000,1,714,8,306270,1715.1,9,0,17210,55170,1
36460,824900,0,723,8,401160,5382.3,17.5,0,34250,37640,1
36461,1408000,0,741,6,452570,8410.2,10.9,0,81830,301970,1
36462,889700,0,746,10,642530,6264.6,13.7,0,207430,384830,1
36463,2837500,1,-1,9,-1,12307.7,29,0,260640,393120,1
36464,349400,0,707,4,479140,371.3,20.5,0,9470,12980,1
36465,2087400,1,730,10,1053640,19141.2,30.6,0,342260,397520,1
36466,1723200,0,743,2,394440,5837.7,14.8,0,170210,254420,1
36467,1573400,1,652,5,455810,12344.7,14.8,0,180550,292630,1
36468,990200,0,717,1,287160,7992.6,15,0,65680,64390,1
36469,868400,0,719,9,637780,9247.8,15.8,0,29780,49060,0
36470,2826300,1,719,10,938740,8761.6,16.1,0,340420,373680,1
36471,628400,0,743,10,540050,7560.6,21.6,0,52790,107950,0
36472,2047000,0,731,5,614100,13203.2,8.5,0,186830,284370,1
36473,511900,0,-1,1,-1,1810.8,25.7,0,17600,63530,0
36474,693800,0,746,5,475780,6264.4,20.6,0,157610,282450,1
36475,3529100,1,702,10,1250290,18233.4,17,0,131140,187610,1
36476,2142100,0,681,10,971380,13275.4,18.8,0,223390,245480,1
36477,2016600,1,687,9,907470,11797.1,16.8,0,230490,404370,1
36478,914500,0,734,10,848650,9405.8,28.6,0,133390,270030,1
36479,10000000,0,719,9,1266300,16567.5,27.9,1,33290,54390,1
36480,1476200,1,712,10,501890,12923.7,12.8,1,27240,164100,1
36481,2261300,1,718,10,537680,8782,15.7,0,250900,549010,1
36482,1196600,1,725,10,1096920,10238,21.1,0,185730,402010,1
36483,797000,0,729,3,613080,6386.3,12.7,0,48770,125700,0
36484,694500,0,708,10,456370,1973.8,18,0,97310,109090,1
36485,1002700,1,-1,1,-1,1634.7,14.4,0,36110,167160,1
36486,1289900,0,-1,9,-1,9194.4,13.1,0,106310,154750,1
36487,1721600,0,750,10,810160,12557.5,33.6,0,185950,619840,1
36488,1022500,0,744,10,1227000,25358,14.1,0,298860,448060,1
36489,1856900,0,-1,6,-1,10945.8,17,0,181740,251020,1
36490,2748500,0,741,6,863810,18211.9,27.6,0,386500,510560,1
36491,1465700,0,696,9,586260,4084.3,23.4,0,98390,249100,1
36492,542800,0,-1,2,-1,2478.3,19,4,14540,27650,1
36493,900100,0,682,1,282950,5541.2,12.6,0,58760,106440,1
36494,594400,0,739,10,554790,3772.6,26.5,1,46070,57440,1
36495,1018500,0,720,1,625360,5732.4,18.5,0,57750,65180,0
36496,1019400,0,717,3,458730,9289.3,6.4,0,97950,180390,1
36497,1296400,0,714,10,648180,9344.6,20.1,0,146920,164520,1
36498,2004600,0,741,7,601380,11025.3,21.5,1,75820,234750,1
36499,1819800,1,721,10,414510,7323,19.4,0,137390,178900,1
36500,2526500,1,-1,3,-1,16524.7,12,0,77950,84370,0
36501,510300,0,-1,10,-1,1684,18.4,0,36510,368750,1
36502,3062100,1,668,10,1714780,11074.6,39.5,0,159670,192840,1
36503,1777900,0,-1,3,-1,7815.2,19,0,119270,300440,1
36504,3354100,1,688,3,843610,9771.9,20.5,0,345390,690790,1
36505,498200,0,741,5,348740,2330.8,12,0,109660,163430,0
36506,492100,0,-1,-1,-1,2125.7,12.6,1,97580,349760,1
36507,2039200,0,735,1,1050190,19516,14.3,0,96100,104000,0
36508,2928700,0,747,5,591660,11340.2,36,0,77010,828110,1
36509,2666300,1,691,10,936150,17139.3,19.1,0,154640,267540,0
36510,1694100,1,692,10,777270,20792,14.3,0,190450,189320,0
36511,1348700,1,720,10,613710,11302.4,23.5,0,239940,342280,1
36512,455400,0,748,5,431870,6406.2,15.1,0,55640,237790,1
36513,716700,0,743,1,317410,6295.2,8.8,0,69140,222330,1
36514,2454700,1,671,7,1014590,17924.4,13.5,0,49290,88970,1
36515,798500,0,716,6,505400,5054,16.6,1,73730,116290,1
36516,3213000,1,697,10,642590,13333.7,34.4,0,226930,518120,1
36517,1492400,0,747,1,497450,6964.3,16,0,168960,326190,1
36518,593700,0,697,10,238500,568.4,14.4,2,8710,10150,1
36519,889700,0,737,10,642530,15902.5,28.7,0,230530,418380,1
36520,2806200,0,-1,2,-1,31736.4,21.7,0,683280,871530,0
36521,3053600,1,587,5,896460,7201.5,17.4,0,438370,519390,1
36522,1227200,0,751,10,920430,7977.1,21.4,0,118860,436980,0
36523,1503900,0,-1,7,-1,7998.5,13.8,3,63930,152220,0
36524,366000,0,-1,9,-1,5571.5,20.8,1,28090,73150,1
36525,482900,0,-1,9,-1,8976.1,15,0,88060,164610,1
36526,2882500,0,-1,4,-1,10303.6,13.9,0,55040,129510,1
36527,1985400,0,708,4,694890,8744,13.9,0,305460,332390,1
36528,910500,0,-1,2,-1,2691.3,13,0,110380,461820,1
36529,2513300,0,746,8,1789430,13033,17.6,3,298800,691660,1
36530,1275400,0,-1,10,-1,8950.1,15,0,58540,74480,0
36531,1959200,1,-1,3,-1,16937.3,19.2,0,215710,291890,0
36532,1009700,1,716,-1,424240,10464.6,29.1,0,121210,224890,0
36533,10000000,0,742,10,1262390,24932.3,27.6,0,285290,417090,1
36534,10000000,0,674,8,1171680,12497.9,23.3,0,329030,360380,1
36535,3049800,1,697,10,813280,11114.8,18.3,0,292320,489660,1
36536,1033500,0,660,1,344510,6229.8,13.8,0,96770,138840,1
36537,819500,0,741,4,682920,8934.8,14,1,100610,363230,1
36538,2395000,1,667,10,798320,11708.7,23,0,103680,115720,0
36539,995700,0,743,5,1100280,4951.2,5.4,0,890,295390,1
36540,1800700,0,750,9,744220,15256.5,16,0,112800,330780,1
36541,632400,0,-1,10,-1,25955.1,27.1,0,293720,377530,1
36542,2637600,1,721,6,690360,10528,18.2,0,255980,575230,0
36543,2847100,1,728,1,746630,4927.7,19.7,0,8640,332350,1
36544,305600,0,696,9,662090,9594.8,17.9,0,447530,456200,1
36545,10000000,0,689,10,801530,20439.1,22.5,0,543200,544830,1
36546,10000000,0,732,9,969910,26753.3,17.7,0,616030,891500,1
36547,2127000,0,725,8,531750,3434.2,18,0,113090,146300,1
36548,2061600,1,-1,10,-1,13678.3,12.6,0,12860,87490,0
36549,1543000,1,725,1,642920,7982.8,11.7,0,76070,116670,1
36550,1101100,0,751,9,1401400,10428.7,24.7,0,88730,337370,1
36551,2043400,0,739,2,715190,8939.9,35.6,2,130480,258380,1
36552,2440800,1,-1,1,-1,16804.6,29.4,0,327590,614610,0
36553,10000000,1,691,10,643700,17218.8,13.5,0,124250,207090,1
36554,251800,0,-1,2,-1,2345.7,15.2,0,3200,110440,1
36555,3474800,1,-1,5,-1,18555.4,22,0,268030,459740,0
36556,622200,1,667,5,135190,1667.4,9.6,0,27770,44070,0
36557,1999800,0,747,10,1159880,5354.8,15,0,249270,530350,1
36558,1970400,1,673,3,650230,10647.5,20.6,0,139230,308020,0
36559,1402700,1,663,4,894290,5343.4,13.3,3,111740,280750,1
